-5.068511287175557101e+00,-2.220835544175557175e+00,-2.106762494175557165e+00,4.937360161824442706e+00,2.489731976824442583e+00,-3.174162527175557358e+00,2.633342599824443298e+00,9.394542948824442519e+00,1.974933294824442909e+00,-1.136682724175557269e+00,-1.252871248175557284e+00,7.949153598244429464e-01,2.522344908824442733e+00,4.729191864824443314e+00,1.162198283824442901e+00,-6.927352065175557350e+00,1.151123400824442866e+00,7.048294559824443084e+00,2.389366798824442917e+00,-5.908778795175557264e+00,-2.197613796175557077e+00,-1.586752009175557143e+00,4.155981199824442918e+00,8.151015881824443809e+00,-3.612794318175557073e+00,1.888160264824442658e+00,3.614547619824443281e+00,-2.935082997175557207e+00,1.197289870824442604e+00,1.720555011824442593e+00,2.977982623824442676e+00,7.383153262824443175e+00,1.862972040824442788e+00,-2.197696421175557191e+00,4.284630728824443402e+00,9.856151448244425683e-01,-5.367993354175557563e+00,3.635982498244427763e-01,5.814640608824443113e+00,2.240903388244428474e-01
-1.255770837765960879e+00,2.036222732340391417e-01,1.182292710234039035e+00,6.567020223234038667e+00,1.498582891234039316e+00,-2.334265105765960691e+00,2.077319293234038966e+00,1.093743696423404010e+01,-3.008762465765960847e+00,1.710681269234039181e+00,1.811827826234039041e+00,4.224260181234038569e+00,6.092263673234038279e+00,-2.448324077659608800e-01,-4.586152026765960343e+00,-1.720619211765960888e+00,-3.470323281765960832e+00,8.608087319234039470e+00,-1.462429021765960790e+00,-2.830155295765961032e+00,-1.595643947659609041e-01,1.909509360234038944e+00,7.229303642234039984e+00,3.962036241234038858e+00,-3.619780867765960863e+00,4.317546042234038595e+00,6.669848348234038937e+00,-1.433996190765960854e+00,3.244658336234039098e+00,8.689298522234039979e+00,6.292710179234038748e+00,-1.033596077765960963e+00,-3.256063274765960802e+00,-6.148829277659608739e-01,5.815746161234038425e+00,-6.365944437659608601e-01,-3.340005499765960728e+00,-1.455873624765960717e+00,7.541799220234040035e+00,-1.831774625765960840e+00
7.140546084357821677e-01,2.822140441435782243e+00,5.433252016435782039e+00,6.615201666435782002e+00,-1.715507126564217888e+00,8.323808214357821811e-01,2.271856303435781932e+00,1.185708260443578155e+01,3.796125137435782282e+00,4.214549815435781888e+00,7.489226823435782165e+00,5.090730999435782778e+00,-2.772589855642179080e-01,-2.707404048564217902e+00,-5.285294564217890567e-03,1.234241865435782071e+00,-2.922955885642178897e-01,9.364974500435781835e+00,2.372709355435782097e+00,-9.287609485642178697e-01,1.670861029435782186e+00,5.461856226435781281e+00,7.727432463435782495e+00,-3.131443809564217862e+00,-1.863140685642179495e-01,2.881969210435781914e+00,9.618449191435781032e+00,2.340046658435782412e+00,5.143192442435781331e+00,9.564859957435782434e+00,-4.967609831564217870e+00,9.400327544357820475e-01,4.223102264357820879e-01,5.458031634357820572e-01,7.292916426435782640e+00,6.805382884357821238e-01,8.481619343578211678e-02,-8.347952955642179429e-01,8.116038038435782198e+00,3.450812430435782119e+00
-2.374827094132579308e+00,2.009680764867420866e+00,6.309908637867421177e+00,-1.206009755132579242e+00,-3.899939947132579299e+00,1.476998148674206757e-01,5.335192866867421557e+00,1.100569225786742145e+01,-1.579784631325793498e-01,6.030133808674207341e-01,5.580504570867420355e+00,-1.396033424132579359e+00,-2.833437541132579618e+00,-1.390331667132579163e+00,-8.835187001325792711e-01,9.349203228674207722e-01,1.884555244867420765e+00,7.453886128867420524e+00,-1.786411146132579342e+00,-1.760422329132579344e+00,7.549376886742065196e-02,5.656163182867420147e+00,-2.085349251325793185e-01,-6.050465851132578621e+00,-1.133855411325792595e-01,5.010916799867420224e+00,9.636298237867421790e+00,1.903788481867420668e+00,1.394596672867420839e+00,1.860239680867420642e+00,-4.591955998132579708e+00,3.843041769867420410e+00,4.865443688867420846e+00,1.435206401867420656e+00,5.410058777867421398e+00,-5.415720591325792199e-01,-3.396553221325793182e-01,-5.062878461325792667e-01,6.348448319867420864e+00,2.714405754867420750e+00
-3.059513117637080004e+00,4.638047093629200646e-01,5.275107472362920547e+00,-4.736626383637080551e+00,2.842964083629198058e-01,-1.572561856370799926e-01,5.738003736362919938e+00,4.536000466362919425e+00,-7.242412960637080843e+00,1.997959557362920080e+00,6.005880837362919777e+00,-4.280678707637079583e+00,1.454038093629199668e-01,-5.321005336370800975e-01,-1.896196536370799990e-01,1.881213494362919736e+00,4.527183933362920243e+00,1.789001083362919964e+00,-5.281743784637080275e+00,7.698584993629200568e-01,2.347985400362919695e+00,3.543516618362919868e+00,-5.493458435637080584e+00,-1.669170716637080165e+00,-3.417606947637080061e+00,2.031686353362919917e+00,9.027468658362920451e+00,-3.420348928637079844e+00,2.272978037362920034e+00,1.456265209362920032e+00,-2.673348068637079855e+00,1.654393324362919859e+00,8.354340078362920252e+00,1.714998301362919975e+00,-3.197588846370800209e-01,-1.637244035637080097e+00,1.244917933629199336e-01,1.674952226362919738e+00,5.623222781362919420e+00,-2.067839916637080222e+00
1.501254272200594597e+00,3.857033360200594174e+00,6.581119850200594534e+00,6.855841920059459194e-02,4.074554227200594347e+00,7.571228236200594708e+00,3.484222480200594774e+00,-4.891390560799405485e+00,-2.258468160799405489e+00,-2.360945503799405820e+00,8.335615804200594781e+00,3.551100275200594680e+00,4.090827169200594859e+00,4.456654985200594332e+00,3.518116879200595015e+00,5.595217638200594479e+00,3.903675169200594652e+00,-3.231844517799405736e+00,-9.435530097994053733e-01,8.941165102005945720e-01,6.784320243200594014e+00,1.562550142005945941e-01,-3.069029553799405008e+00,3.072399377200594195e+00,3.349353382200594531e+00,5.223222550200594227e+00,1.025405594020059397e+01,1.888692770200594673e+00,4.488767035200594613e+00,3.499308867200594975e+00,4.967689620059458078e-02,3.724083173200594565e+00,1.064919194020059479e+01,-1.490692141799405457e+00,1.243279770200594658e+00,1.783288301200594672e+00,3.904347771200594508e+00,6.453602810200594675e+00,2.581206922200594889e+00,-3.461023690799405195e+00
7.043244512499549637e-02,5.598984880124995733e+00,6.455181224124995509e+00,5.691296381249955072e-01,4.634254364124995362e+00,5.135951504124995459e+00,-5.888225528875004500e+00,-1.847336558750045099e-01,3.489727671249954755e-01,-1.520504560875004518e+00,4.646095032124995861e+00,1.020308590112499481e+01,1.687434832124995676e+00,3.529378531124995444e+00,5.496990044124995478e+00,2.771201875124995606e+00,-1.865209023875004313e+00,-2.113860853875004331e+00,2.588754831249954758e-01,1.959586288124995690e+00,6.469708212124995583e+00,-2.143688303875004308e+00,-1.409727058750044892e-01,1.870715798124995555e+00,7.868502293124995717e+00,9.699376509124995493e+00,7.469263151249955213e-01,-1.219994458875004462e+00,4.291812628124995754e+00,4.509920546124996044e+00,1.356348113124995702e+00,4.868405757124995681e+00,7.909028034124995443e+00,-1.830415967875004490e+00,4.340101791124995501e+00,6.734191999124995220e+00,5.068525705124995895e+00,1.712986845124995661e+00,-3.240098171875004596e+00,-8.714265448750044829e-01
2.516277439605502320e+00,7.991426359605502405e+00,7.800435102605502991e+00,1.440968725605502376e+00,5.999430163605502742e+00,1.424951751605502359e+00,-3.668848702394497785e+00,3.209869198605502127e+00,4.740308554605502600e+00,2.163813912605502487e+00,5.916243673605502629e+00,1.221401536060550264e+01,1.860553373605502436e+00,4.273880236605502425e+00,6.606867073605502405e+00,-2.276560683944977015e-01,4.912259646055023854e-01,9.599201086055023646e-01,2.076177845605502448e+00,4.850660164605502089e+00,6.560449186605502803e+00,-7.538189913944977061e-01,3.465478407605502298e+00,7.015737000605502871e+00,9.671845144605502043e+00,-2.788544521394497266e+00,-3.414259224394497139e+00,3.596817605502344861e-03,5.943111046605502601e+00,8.589526312605501701e+00,4.593048499605502322e+00,6.477270856605502836e+00,5.331812082605502212e+00,2.025703376055023597e-01,5.605948431605503046e+00,1.037117683960550174e+01,-1.502227009394497825e+00,1.310633565605502371e+00,-7.524518539449753796e-02,1.517025727605502361e+00
3.496580901078974346e+00,8.410027836078974417e+00,2.200664398078973960e+00,-1.064777560921025934e+00,5.376520358078973771e+00,-1.469154519921025859e+00,-2.157117020921025752e+00,-4.233418019210258287e-01,4.999540176078974163e+00,6.789604260078974107e+00,7.115937817078973993e+00,4.558725318078973743e+00,-2.478957542921025770e+00,3.943704048078974012e+00,4.852602616078974584e+00,-2.511940500921025610e+00,2.095033017078974158e+00,1.759380933078974252e+00,2.352243167078974295e+00,5.103729366078973761e+00,2.466993296078974218e+00,-2.123074340921025538e+00,1.934090161078974024e+00,7.665345062078973370e+00,-4.514679794921026001e+00,-5.832186800921025593e+00,1.100147731078974234e+00,5.857835940789741791e-01,3.080601208078974196e+00,1.057097133207897421e+01,3.293654050078974382e+00,3.311557050789741830e-01,1.941941993078974082e+00,8.434229180789740710e-01,4.689169329078974435e+00,5.981259596078974283e+00,-2.673733796921025974e+00,5.426833127078974250e+00,2.926974653078973976e+00,1.031528093078974084e+00
6.704240930071149407e+00,8.032521790071150747e+00,-2.027262596928850691e+00,2.375532597071149610e+00,7.773301946071149438e+00,1.491568687071149535e+00,1.972000121071149525e+00,2.330292243071149461e+00,7.649755583071149445e+00,1.149601438707114909e+01,-1.882524544928850574e+00,7.493720020711495122e-01,2.145840420711495611e-01,4.827514603071149324e+00,7.120400521071149846e+00,5.689784680711494902e-01,5.310544809071149785e+00,8.007449044071149657e+00,6.030341536071149200e+00,4.572722113071149508e+00,6.419251720711495190e-01,9.275227380711494884e-01,3.303193046071149386e+00,7.772976798071149496e+00,-3.718848632928850151e+00,5.292279086071149052e+00,4.042805923071149721e+00,4.462682451071149359e+00,8.965527388071148351e+00,8.407070180071148258e+00,-3.151129696928850699e+00,3.535471753071149248e+00,5.497014854071149870e+00,6.641972751071149261e+00,7.471221188071149655e+00,3.488394357071149532e+00,1.296423148071149445e+00,7.661703208071149795e+00,8.203201289071149205e+00,2.714215549071149702e+00
