,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1.6404512811536807,5.704481031306618,8.82470327916816,-3.0477332029713793,1.5789398287117185,-0.016914817762857526,8.564491309844312,5.269638787312424,-1.471719069075064,6.683163184753977,1.8132804255977735,-4.369976734093637,2.607577279299379,5.9326943801400605,5.73122512870053,-0.15000055263189527,-3.147234816434776,-0.6079111259118783,6.189572697432615,11.054934246499885,-0.5371507122100462,0.8292274160161854,4.549970531374405,2.340042525086354,1.6398258722632546,0.8648145848984569,2.699201528664803,5.868797277376223,-2.144996141359051,0.7259919250463056,0.37423198965919446,7.437421527825356,4.104337076806496,-5.150491420239453,-0.22739223733540026,5.298231188237281,7.174439017558799,-2.2169359639310406,5.669912940305239,-1.483876375557916
1,2.119898131447336,8.157966446199916,5.952310485787608,-5.360139411259989,1.9667876229847452,1.8098229428721921,9.680295564164735,5.034261293978421,-0.669493668534711,4.660814152628861,1.6349436344152577,-4.878617088759985,1.3523285886490881,6.731413698118641,4.7603514094953585,-2.7064810229870537,-4.751222602947209,-1.0222004262488051,3.9877201102366073,10.436774839159241,-2.7565242684370794,-1.7203861492987624,5.217107825866423,0.9602050891066343,1.652158338241642,1.4605923805564276,3.2128011473345266,3.665193904227661,-4.045529419083718,0.5657361411985824,1.444770040115928,7.411941188556412,2.413414944370837,-7.085341021550019,0.8498426666905883,6.2546911243089305,7.066194566491017,-2.587149844007475,5.327100999799305,0.09888138321961126
2,4.080600451541248,6.734874241392001,5.8612937542247066,-5.078075643303403,1.8682352350257063,5.383990666200784,7.894923406964422,3.1088396583917834,-0.06707490985288933,6.968601110655648,1.9434789611586911,-2.409295998586647,-0.15121622648902788,6.6225879729033785,1.1519372437954671,-1.402785883158944,-3.179795357570577,-1.4384470241694918,5.487527225479208,10.42492565774014,-3.5051283237110176,0.4694607959909965,5.133926938263164,0.21521263937572765,1.0481901549019108,2.826534051670236,3.709573812947559,3.410198436569749,-0.4321656858198004,1.6766880713075971,3.8946310389732,7.032242278711511,-2.265648904871572,-6.70374167878906,-1.189950637611465,5.8118772681633,6.866941787311159,-1.8972859659811263,4.790475379099373,0.9011230638463181
3,1.039366736118088,6.813140880969185,1.539241069738133,-6.195622111729602,3.298733263462219,2.6540439736598,9.165516635314155,3.0664473809107506,-1.412288658056014,5.299662250369313,1.3233029302810804,-3.2058243064422967,-0.6982452804845621,7.959994554447927,0.1728566406274874,-1.8696093906442872,-0.42140124672312856,-0.5134255230287009,4.753233303940124,6.432405206467271,-4.0490386733143,3.185439586544524,4.569878583195104,4.316318221798256,-0.20881018007666907,3.6542132192511056,5.046355610213687,3.4024124799700743,-3.100169668509227,3.1315090136382393,4.085073836560154,6.993300353815581,-4.889356993603568,-3.584607155958609,-0.8673397327714347,4.373073547660285,5.505352905084769,0.844210661906602,5.970099723479938,1.5210243554187026
4,1.7204105471840152,7.131401303674138,2.235453354366652,-4.579971050673857,2.1122692886019916,6.834835573892613,8.837063132751032,-1.0282012858613618,0.6924447821440677,6.631364631976107,-0.2552566905533996,-2.103884957907911,-1.02756567114176,7.359128721654243,0.2135979779260377,-2.892804137521001,-0.9031429333600391,-2.6915298427413177,3.9329717715901418,7.687890081474963,-5.681835799063992,4.634000854453552,6.93378904268528,3.3262528850076185,0.08350186168035845,3.2847259421604966,4.319203044692135,0.8773903826337834,-2.9206471238650034,2.3663293080502976,4.70570150258189,6.296974933431628,-6.1440506761985185,-0.33913717758291595,-1.4878806428482556,3.569991684840318,7.317143887846754,1.161412821678033,6.881871166342132,3.5042825361105474
5,0.5878494426376939,6.705182554641967,-1.752213719158842,-3.14489680336805,0.4092621945370417,8.630747619462314,5.562304465390963,-3.222231066400414,-1.069961229479224,5.367525761644238,-0.9658529609368234,-1.8926873199261522,-1.7542994374182233,6.7761438187728436,1.6562142610654211,-3.318791283362116,0.9593253867189284,0.9222984162527144,5.5211998959532345,6.180664768989266,-5.607655694430545,2.5347519833230914,9.612622346575389,2.256655752585382,1.499683328760718,5.155754226052938,5.102033723336938,-0.05530264589667083,-1.789223400506554,2.1758394902938285,6.454171027787216,2.768174355913052,-6.669503545667223,2.3295095354202022,-2.292798413991492,0.8975872432768452,8.31304796971965,1.833746381583825,7.138168469284523,3.9245896472871067
6,1.06357645869514,6.597070304804312,-3.0625781754552555,-2.0188424762501924,-0.586581118154172,5.948180584366293,6.037484835444052,-4.171002843142353,0.015318531451229134,5.538240057823727,1.789468695780853,-2.7194709299996465,-1.6838720096937838,5.902250437380648,-1.2093279061215734,-2.7345620768454575,0.6371667128657189,0.04987725143284094,6.000708800092371,2.1851671871863663,-6.525208953246106,2.6655239175063077,7.8681779323470415,0.7349126880098116,-0.3184958968339402,2.624517769602741,4.710993021060915,-1.9152658363415838,-2.4687200940885656,1.613124756428551,6.0734225893297085,2.489709580810171,-6.207506189709007,4.459600830800643,-1.3815066142350545,2.1871572585705037,8.71700952677072,5.028245358851419,3.886788810837684,4.242009887426155
7,3.3279098812040946,4.178310415635785,-3.075285505117612,-0.576820159893046,-0.2517588409560332,6.8693040466818704,5.517034378514751,-4.904172844000725,-0.0274971268434111,7.297659630943687,-1.8235478364089706,-1.0416135774217166,-2.153520650163938,6.710063161753773,-1.2572984208923974,-0.3326212866940623,0.8163082643902351,1.3769004302979493,4.62760771919525,2.4616926429773898,-5.151815304006596,0.8237277914265039,9.591155091806014,3.834580633794574,-1.708840100153758,5.522594423239179,7.075388744076917,-2.313322412926164,1.2952148115072277,1.5853090687220983,5.720156694493239,-0.14059521392484586,-4.65133841825717,3.0286957436248856,0.6245168703351514,2.217840378271929,8.198534395861179,7.6448238176750305,3.5352011893789905,2.751516245064332
8,4.100134759858159,6.222808747927516,-4.528707233161738,0.8930702644043972,-1.644285344566657,5.681498785204914,4.19195495658114,-6.4377493765581475,-0.16665878978354004,5.254270112850649,0.8013496111484503,0.26920392783477054,-1.1845741101024685,7.491200724709048,0.36057214725138026,0.45016101511181894,-1.9878746288850773,2.8943138077895822,6.2950844468837435,2.9674513909395106,-7.62660492300615,0.8228490645930813,9.676167966163964,1.7069335610756713,-0.9214647529689374,6.270450614338223,4.909737437870862,-2.0498003685177886,-0.3831817652597742,1.3640547925567659,6.713517535484551,-1.4448410928558744,-5.368668372205624,3.4466202817442717,3.22161301678858,2.05277253519151,8.516881770707313,3.662030045081993,1.3301930359232839,2.133901588768696
9,3.828223597403344,3.481350678128685,-4.166734048102519,1.6447568450415821,-0.9232847268051951,7.564002860986141,1.1120412027137956,-6.878057739889239,-0.32373770695068593,5.983096629049635,-1.828024533582052,1.164527687980836,-2.197576065294282,7.493059808633035,0.8745485325968012,-0.3959408006718882,1.0221932621334164,2.9360641005704413,6.049935855118036,0.21373320460055656,-6.772626868435907,-0.7383435772537168,8.973264024870923,3.7037589646394773,-0.7174194355149212,4.2271686261742545,3.5288227663443505,-3.529942990047004,0.24671150902870423,2.562400322355752,6.606094849776426,-1.9634015648681746,-4.168254396918534,2.229703656135793,1.770783301277822,2.847897629047049,10.791415949200323,4.834336439448682,-0.06525952019789594,4.584641606891516
